User_id,Game,Hours-played,Game_id,Game_genre,Game_category,Game_playtime,Game_positive_votes,rating
53875128,Watch_Dogs,11.2,243470,action,multiplayer,more,positive,3
53875128,Saints Row IV,11.1,206420,action,multiplayer,more,positive,3
53875128,DayZ,11.0,221100,action,multiplayer,more,positive,3
53875128,Half-Life 2,10.2,220,action,no_multiplayer,more,positive,3
53875128,Reassembly,10.1,329130,action,no_multiplayer,less,positive,3
53875128,Sid Meier's Civilization III Complete,9.8,3910,action,multiplayer,more,positive,2
53875128,The Talos Principle,9.8,257510,action,no_multiplayer,more,positive,2
53875128,FTL Faster Than Light,9.7,212680,action,no_multiplayer,more,positive,2
53875128,Bastion,9.6,107100,violent,multiplayer,more,positive,2
53875128,Gunpoint,8.6,206190,action,no_multiplayer,more,positive,2
53875128,Rebuild 3 Gangs of Deadsville,8.4,257170,action,no_multiplayer,more,positive,2
53875128,Recettear An Item Shop's Tale,8.3,70400,violent,no_multiplayer,more,positive,2
53875128,Fallout New Vegas,7.5,22380,violent,multiplayer,more,positive,2
53875128,Overgrowth,7.3,25000,action,no_multiplayer,more,positive,2
53875128,Burnout Paradise The Ultimate Box,6.6,24740,sports_racing,multiplayer,more,positive,2
53875128,Game Dev Tycoon,6.4,239820,casual,no_multiplayer,more,positive,2
53875128,Sniper Elite 3,6.2,238090,action,multiplayer,more,positive,2
53875128,Gratuitous Space Battles,6.0,41800,action,multiplayer,more,positive,2
53875128,Sid Meier's Civilization V,5.9,8930,action,multiplayer,more,positive,2
53875128,Rogue Legacy,5.7,241600,violent,no_multiplayer,more,positive,2
53875128,Plague Inc Evolved,5.6,246620,casual,multiplayer,more,positive,2
53875128,From Dust,5.6,33460,action,no_multiplayer,more,positive,2
53875128,Rivals of Aether,5.5,383980,other,multiplayer,more,positive,2
53875128,Half-Life 2 Episode Two,5.5,420,action,multiplayer,more,positive,2
53875128,Rise of Nations Extended Edition,5.2,287450,action,multiplayer,more,positive,2
53875128,Nidhogg,4.9,94400,sports_racing,multiplayer,less,positive,2
53875128,Spec Ops The Line,4.4,50300,action,multiplayer,more,positive,2
53875128,Dishonored,4.3,205100,action,no_multiplayer,more,positive,2
53875128,Half-Life 2 Episode One,4.2,380,action,multiplayer,more,positive,2
53875128,Wolfenstein The New Order,4.0,201810,action,multiplayer,more,positive,2
53875128,Distance,4.0,233610,sports_racing,multiplayer,more,positive,2
53875128,Epic Battle Fantasy 4,4.0,265610,violent,no_multiplayer,more,positive,2
53875128,Miasmata,3.4,223510,action,no_multiplayer,more,positive,2
53875128,Dead Space,3.3,17470,action,no_multiplayer,more,positive,2
53875128,Hotline Miami,3.2,219150,action,no_multiplayer,more,positive,2
53875128,NOT A HERO,3.0,274270,action,no_multiplayer,more,positive,2
53875128,Receiver,2.9,234190,action,no_multiplayer,less,positive,2
53875128,Crypt of the NecroDancer,2.8,247080,violent,multiplayer,more,positive,2
53875128,Portal,2.8,400,action,multiplayer,more,positive,2
53875128,F.E.A.R. 2 Project Origin,2.8,16450,action,multiplayer,more,positive,2
53875128,NaissanceE,2.7,265690,action,no_multiplayer,less,positive,2
53875128,SteamWorld Dig,2.6,252410,action,no_multiplayer,more,positive,2
53875128,Kairo,2.5,233230,action,no_multiplayer,less,positive,2
53875128,SNOW,2.5,244930,sports_racing,multiplayer,more,positive,2
53875128,The Binding of Isaac,2.4,113200,violent,no_multiplayer,more,positive,2
53875128,METAL GEAR RISING REVENGEANCE,2.2,235460,action,no_multiplayer,more,positive,2
53875128,Starpoint Gemini 2,2.0,236150,violent,no_multiplayer,more,positive,2
53875128,The Vanishing of Ethan Carter,1.9,258520,action,no_multiplayer,more,positive,1
53875128,Goat Simulator,1.9,265930,casual,multiplayer,more,positive,1
53875128,Mass Effect,1.9,17460,violent,no_multiplayer,more,positive,1
53875128,Arma 2 Operation Arrowhead,1.8,33930,action,multiplayer,more,positive,1
53875128,METAL GEAR SOLID V GROUND ZEROES,1.8,311340,action,multiplayer,more,positive,1
53875128,Banished,1.8,242920,action,no_multiplayer,more,positive,1
53875128,Left 4 Dead,1.7,500,action,multiplayer,more,positive,1
53875128,Grand Theft Auto IV,1.5,12210,action,multiplayer,more,positive,1
53875128,Battlestations Midway,1.4,6870,action,no_multiplayer,less,positive,1
53875128,HOARD,1.4,63000,casual,multiplayer,less,positive,1
53875128,L.A. Noire,1.3,110800,action,no_multiplayer,more,positive,1
53875128,Creeper World 3 Arc Eternal,1.1,280220,action,no_multiplayer,more,positive,1
53875128,Turbo Dismount,1.1,263760,action,multiplayer,more,positive,1
53875128,Floating Point,1.1,302380,casual,no_multiplayer,more,positive,1
53875128,Grow Home,1.1,323320,casual,no_multiplayer,more,positive,1
53875128,LUFTRAUSERS,1.0,233150,action,multiplayer,more,positive,1
53875128,Arma 2,1.0,33900,action,multiplayer,more,positive,1
53875128,No Time To Explain Remastered,0.9,368730,casual,multiplayer,less,positive,1
53875128,FEZ,0.9,224760,other,multiplayer,more,positive,1
53875128,The Legend of Heroes Trails in the Sky,0.9,251150,violent,no_multiplayer,more,positive,1
53875128,Evoland,0.9,233470,violent,no_multiplayer,more,positive,1
53875128,Bleed,0.8,239800,action,multiplayer,less,positive,1
53875128,Borderlands 2,0.8,49520,violent,multiplayer,more,positive,1
53875128,Race The Sun,0.8,253030,sports_racing,multiplayer,more,positive,1
53875128,Shadowgrounds,0.8,2500,action,multiplayer,more,positive,1
53875128,They Bleed Pixels,0.8,211260,action,multiplayer,more,positive,1
53875128,"Sir, You Are Being Hunted",0.8,242880,action,multiplayer,less,positive,1
53875128,Symphony,0.7,207750,casual,no_multiplayer,more,positive,1
53875128,DLC Quest,0.7,230050,other,multiplayer,less,positive,1
53875128,The Stanley Parable,0.6,221910,action,no_multiplayer,more,positive,1
53875128,Freedom Planet,0.6,248310,action,multiplayer,more,positive,1
53875128,Osmos,0.6,29180,casual,no_multiplayer,less,positive,1
53875128,Oil Rush,0.6,200390,action,multiplayer,less,positive,1
53875128,FINAL FANTASY VII,0.6,39140,violent,no_multiplayer,more,positive,1
53875128,404Sight,0.5,361630,action,no_multiplayer,less,positive,1
53875128,Gravity Ghost,0.5,251490,other,no_multiplayer,less,positive,1
53875128,Psychonauts,0.5,3830,action,no_multiplayer,more,positive,1
53875128,Rock of Ages,0.5,22230,sports_racing,multiplayer,more,positive,1
53875128,Half-Life 2 Lost Coast,0.5,340,action,multiplayer,less,positive,1
53875128,Air Brawl,0.5,375600,action,multiplayer,less,positive,1
53875128,One Finger Death Punch,0.5,264200,casual,multiplayer,more,positive,1
53875128,INK,0.4,385710,action,multiplayer,more,positive,1
53875128,Intrusion 2,0.4,214970,action,no_multiplayer,less,positive,1
53875128,Amnesia The Dark Descent,0.4,57300,action,multiplayer,more,positive,1
53875128,Fieldrunners,0.4,209690,casual,no_multiplayer,less,positive,1
53875128,Out There Somewhere,0.4,263980,action,no_multiplayer,less,positive,1
53875128,KAMI,0.4,272040,casual,no_multiplayer,more,positive,1
53875128,Lone Survivor The Director's Cut,0.4,209830,violent,no_multiplayer,less,positive,1
53875128,NightSky,0.4,99700,casual,no_multiplayer,less,positive,1
53875128,Frozen Synapse,0.4,98200,action,multiplayer,more,positive,1
53875128,Hammerfight,0.4,41100,action,no_multiplayer,more,positive,1
53875128,Ziggurat,0.4,308420,violent,multiplayer,more,positive,1
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,0.4,15560,sports_racing,multiplayer,less,positive,1
53875128,Superbrothers Sword & Sworcery EP,0.3,204060,action,no_multiplayer,less,positive,1
53875128,GRID 2,0.3,44350,sports_racing,multiplayer,more,positive,1
53875128,Strike Vector,0.3,246700,action,multiplayer,less,positive,1
53875128,Prison Architect,0.3,233450,action,no_multiplayer,more,positive,1
53875128,Outlast,0.3,238320,action,no_multiplayer,more,positive,1
53875128,Super Hexagon,0.2,221640,action,no_multiplayer,less,positive,1
53875128,Valkyria Chronicles,0.2,294860,violent,no_multiplayer,more,positive,1
53875128,Shatter,0.2,20820,action,multiplayer,less,positive,1
53875128,Proteus,0.2,219680,casual,no_multiplayer,less,positive,1
53875128,Jamestown,0.2,94200,action,multiplayer,less,positive,1
53875128,Phantom Breaker Battle Grounds,0.2,329490,action,multiplayer,less,positive,1
53875128,Tom Clancy's Splinter Cell Chaos Theory,0.2,13570,action,no_multiplayer,less,positive,1
53875128,Risk of Rain,0.2,248820,violent,multiplayer,more,positive,1
53875128,Survarium,0.2,355840,violent,multiplayer,more,positive,1
53875128,Afterlife Empire,0.2,367710,casual,no_multiplayer,less,positive,1
53875128,BattleBlock Theater,0.2,238460,casual,multiplayer,more,positive,1
53875128,BIT.TRIP RUNNER,0.1,63710,action,multiplayer,more,positive,1
53875128,Skullgirls,0.1,245170,action,multiplayer,more,positive,1
53875128,The Crew,0.1,241560,sports_racing,multiplayer,more,positive,1
53875128,Metro Last Light Redux,0.1,287390,action,no_multiplayer,more,positive,1
53875128,Ethan Meteor Hunter,0.1,266330,action,multiplayer,less,positive,1
53875128,Reus,0.1,222730,action,no_multiplayer,more,positive,1
140954425,Team Fortress 2,13.0,440,action,multiplayer,more,positive,3
26122540,Call of Duty Modern Warfare 2,47.0,10180,action,multiplayer,more,positive,3
26122540,Counter-Strike Source,10.3,240,action,multiplayer,more,positive,3
26122540,Dungeon Defenders,6.8,65800,violent,multiplayer,more,positive,2
26122540,Call of Duty Black Ops,3.1,42700,action,multiplayer,more,positive,2
26122540,Day of Defeat Source,1.1,300,action,multiplayer,more,positive,1
176410694,Dota 2,9.1,570,action,multiplayer,more,positive,2
197278511,Dota 2,0.5,570,action,multiplayer,more,positive,1
150128162,Team Fortress 2,42.0,440,action,multiplayer,more,positive,3
197455089,Dota 2,3.4,570,action,multiplayer,more,positive,2
297811211,ARK Survival Evolved,29.0,346110,violent,multiplayer,more,positive,3
297811211,Team Fortress 2,10.1,440,action,multiplayer,more,positive,3
297811211,Unturned,5.6,304930,casual,multiplayer,more,positive,2
76933274,Alien Swarm,1.0,630,action,multiplayer,more,positive,1
218323237,Dota 2,14.8,570,action,multiplayer,more,positive,3
302186258,Dota 2,4.2,570,action,multiplayer,more,positive,2
126340495,Dota 2,1784.0,570,action,multiplayer,more,positive,5
126340495,Counter-Strike Global Offensive,626.0,730,action,multiplayer,more,positive,5
126340495,Counter-Strike Source,176.0,240,action,multiplayer,more,positive,5
126340495,Rust,69.0,252490,violent,multiplayer,more,positive,4
126340495,Saints Row IV,48.0,206420,action,multiplayer,more,positive,3
126340495,Team Fortress 2,16.1,440,action,multiplayer,more,positive,3
126340495,Garry's Mod,10.2,4000,action,multiplayer,more,positive,3
126340495,Counter-Strike Nexon Zombies,5.8,273110,casual,multiplayer,more,positive,2
126340495,Outlast,4.1,238320,action,no_multiplayer,more,positive,2
126340495,Robocraft,2.3,301520,violent,multiplayer,more,positive,2
126340495,Far Cry 3,2.2,220240,action,multiplayer,more,positive,2
126340495,Everlasting Summer,0.6,331470,casual,no_multiplayer,more,positive,1
126340495,War Thunder,0.4,236390,action,multiplayer,more,positive,1
194895541,Dota 2,1.1,570,action,multiplayer,more,positive,1
170625356,Dota 2,7.4,570,action,multiplayer,more,positive,2
167362888,Dota 2,135.0,570,action,multiplayer,more,positive,5
208649703,Counter-Strike Global Offensive,125.0,730,action,multiplayer,more,positive,5
225987202,Dota 2,3.8,570,action,multiplayer,more,positive,2
195071563,Dota 2,6.2,570,action,multiplayer,more,positive,2
254906420,Team Fortress 2,1.2,440,action,multiplayer,more,positive,1
247160953,Dota 2,1.9,570,action,multiplayer,more,positive,1
308653033,Unturned,0.6,304930,casual,multiplayer,more,positive,1
144138643,Dota 2,5.2,570,action,multiplayer,more,positive,2
97298878,Max Payne 2 The Fall of Max Payne,32.0,12150,action,no_multiplayer,more,positive,3
97298878,Mafia II,15.9,50130,action,no_multiplayer,more,positive,3
97298878,Race The Sun,10.5,253030,sports_racing,multiplayer,more,positive,3
97298878,Space Pirates and Zombies,9.5,107200,violent,no_multiplayer,more,positive,2
97298878,Revenge of the Titans,9.2,93200,action,no_multiplayer,less,positive,2
97298878,Team Fortress 2,9.0,440,action,multiplayer,more,positive,2
97298878,Dota 2,8.6,570,action,multiplayer,more,positive,2
97298878,A Virus Named TOM,8.3,207650,action,multiplayer,less,positive,2
97298878,Super Puzzle Platformer Deluxe,5.9,238530,casual,multiplayer,less,positive,2
97298878,LIMBO,1.3,48000,action,no_multiplayer,less,positive,1
97298878,Burnout Paradise The Ultimate Box,0.6,24740,sports_racing,multiplayer,more,positive,1
97298878,Mirror's Edge,0.5,17410,action,no_multiplayer,more,positive,1
97298878,Painkiller Overdose,0.4,3270,action,multiplayer,more,positive,1
97298878,Crayon Physics Deluxe,0.2,26900,casual,no_multiplayer,less,positive,1
97298878,Osmos,0.1,29180,casual,no_multiplayer,less,positive,1
173909336,America's Army Proving Grounds,1118.0,203290,action,multiplayer,less,positive,5
173909336,Tom Clancy's Ghost Recon,17.2,15300,action,multiplayer,more,positive,3
173909336,APB Reloaded,5.9,113400,action,multiplayer,more,positive,2
198572546,Dota 2,12.7,570,action,multiplayer,more,positive,3
219509107,Dota 2,2.1,570,action,multiplayer,more,positive,2
202906503,Dota 2,10.4,570,action,multiplayer,more,positive,3
92107940,The Elder Scrolls V Skyrim,110.0,72850,violent,no_multiplayer,more,positive,5
92107940,7 Days to Die,99.0,251570,violent,multiplayer,more,positive,4
92107940,Garry's Mod,40.0,4000,action,multiplayer,more,positive,3
92107940,ORION Prelude,10.0,104900,violent,multiplayer,more,positive,3
92107940,Hotline Miami,8.4,219150,action,no_multiplayer,more,positive,2
92107940,Goat Simulator,1.9,265930,casual,multiplayer,more,positive,1
92107940,Hotline Miami 2 Wrong Number,0.8,274170,action,multiplayer,more,positive,1
92107940,Amnesia A Machine for Pigs,0.5,239200,action,no_multiplayer,less,positive,1
251431515,Dota 2,0.9,570,action,multiplayer,more,positive,1
99189757,Team Fortress 2,1085.0,440,action,multiplayer,more,positive,5
30695285,Counter-Strike Condition Zero,36.0,80,action,multiplayer,more,positive,3
30695285,Counter-Strike,0.2,10,action,multiplayer,more,positive,1
259648553,Mad Max,16.9,234140,action,no_multiplayer,more,positive,3
201069271,Dota 2,4.8,570,action,multiplayer,more,positive,2
48845802,Counter-Strike,211.0,10,action,multiplayer,more,positive,5
48845802,Mount & Blade Warband,78.0,48700,violent,multiplayer,more,positive,4
48845802,Counter-Strike Condition Zero,60.0,80,action,multiplayer,more,positive,4
48845802,Castle Crashers,31.0,204360,violent,multiplayer,more,positive,3
48845802,Call of Duty Black Ops,10.0,42700,action,multiplayer,more,positive,3
48845802,Left 4 Dead,1.1,500,action,multiplayer,more,positive,1
48845802,SMITE,0.9,386360,action,multiplayer,more,positive,1
48845802,Ricochet,0.3,60,action,multiplayer,more,positive,1
48845802,Kane & Lynch 2 Dog Days,0.2,28000,action,multiplayer,more,positive,1
226212066,Counter-Strike Global Offensive,94.0,730,action,multiplayer,more,positive,4
226212066,Unturned,15.0,304930,casual,multiplayer,more,positive,3
226212066,Garry's Mod,10.8,4000,action,multiplayer,more,positive,3
226212066,PAYDAY 2,6.7,218620,violent,multiplayer,more,positive,2
226212066,Team Fortress 2,3.6,440,action,multiplayer,more,positive,2
226212066,AdVenture Capitalist,2.1,346900,casual,no_multiplayer,more,positive,2
226212066,Survarium,0.7,355840,violent,multiplayer,more,positive,1
226212066,Heroes & Generals,0.2,227940,action,multiplayer,more,positive,1
221430493,Dota 2,5.3,570,action,multiplayer,more,positive,2
62923086,Counter-Strike,91.0,10,action,multiplayer,more,positive,4
250006052,The Elder Scrolls V Skyrim,465.0,72850,violent,no_multiplayer,more,positive,5
250006052,Project CARS,40.0,234630,sports_racing,multiplayer,more,positive,3
65117175,Defense Grid The Awakening,66.0,18500,action,no_multiplayer,more,positive,4
65117175,Broken Age,35.0,232790,casual,no_multiplayer,more,positive,3
65117175,Stacking,19.6,115110,action,no_multiplayer,more,positive,3
65117175,Faerie Solitaire,14.7,38600,casual,no_multiplayer,more,positive,3
65117175,Dreamfall Chapters,14.6,237850,action,no_multiplayer,more,positive,3
65117175,Portal 2,11.3,620,action,multiplayer,more,positive,3
65117175,Toki Tori,11.2,38700,casual,no_multiplayer,less,positive,3
65117175,The Wonderful End of the World,10.5,15500,casual,no_multiplayer,less,positive,3
65117175,Hacker Evolution,9.5,70100,action,no_multiplayer,more,positive,2
65117175,Portal,9.1,400,action,multiplayer,more,positive,2
65117175,Thomas Was Alone,9.0,220780,other,no_multiplayer,less,positive,2
65117175,Little Inferno,8.9,221260,casual,no_multiplayer,more,positive,2
65117175,BIT.TRIP RUNNER,8.6,63710,action,multiplayer,more,positive,2
65117175,The Stanley Parable,7.1,221910,action,no_multiplayer,more,positive,2
65117175,Costume Quest,7.1,115100,violent,no_multiplayer,more,positive,2
65117175,RUSH,7.1,38720,casual,no_multiplayer,less,positive,2
65117175,Return to Mysterious Island 2,5.9,277270,casual,no_multiplayer,less,positive,2
65117175,World of Goo,5.9,22000,other,no_multiplayer,more,positive,2
65117175,Deus Ex Game of the Year Edition,5.6,6910,action,multiplayer,more,positive,2
65117175,AaAaAA!!! - A Reckless Disregard for Gravity,5.3,15520,sports_racing,multiplayer,more,positive,2
65117175,Machinarium,5.1,40700,action,multiplayer,more,positive,2
65117175,VVVVVV,5.1,70300,action,no_multiplayer,less,positive,2
65117175,Quantum Conundrum,4.3,200010,casual,multiplayer,more,positive,2
65117175,Mission Control NanoMech,4.1,338030,violent,no_multiplayer,less,negative,2
65117175,Alan Wake's American Nightmare,3.7,202750,action,no_multiplayer,less,positive,2
65117175,The Ball,3.6,35460,action,multiplayer,less,positive,2
65117175,Torchlight II,3.6,200710,violent,multiplayer,more,positive,2
65117175,Amnesia The Dark Descent,3.3,57300,action,multiplayer,more,positive,2
65117175,Jamestown,3.2,94200,action,multiplayer,less,positive,2
65117175,Oozi Earth Adventure,3.1,257990,casual,multiplayer,more,positive,2
65117175,Organ Trail Director's Cut,2.7,233740,action,multiplayer,more,positive,2
65117175,BIT.TRIP BEAT,2.2,63700,casual,multiplayer,less,positive,2
65117175,Braid,2.2,26800,casual,no_multiplayer,more,positive,2
65117175,A Virus Named TOM,2.1,207650,action,multiplayer,less,positive,2
65117175,FTL Faster Than Light,2.0,212680,action,no_multiplayer,more,positive,2
65117175,Team Fortress 2,1.3,440,action,multiplayer,more,positive,1
65117175,Bastion,1.1,107100,violent,multiplayer,more,positive,1
65117175,Osmos,1.0,29180,casual,no_multiplayer,less,positive,1
65117175,Botanicula,0.9,207690,casual,no_multiplayer,less,positive,1
65117175,Killing Floor,0.9,1250,action,multiplayer,more,positive,1
65117175,And Yet It Moves,0.8,18700,action,no_multiplayer,less,positive,1
65117175,NightSky,0.6,99700,casual,no_multiplayer,less,positive,1
65117175,Ticket to Ride,0.5,108200,casual,multiplayer,more,positive,1
65117175,Penumbra Overture,0.4,22180,violent,no_multiplayer,less,positive,1
65117175,Crayon Physics Deluxe,0.3,26900,casual,no_multiplayer,less,positive,1
65117175,Lucid,0.2,61100,casual,no_multiplayer,less,positive,1
65117175,Critical Mass,0.1,105300,casual,no_multiplayer,less,positive,1
227944885,Dota 2,62.0,570,action,multiplayer,more,positive,4
144004384,Dota 2,22.0,570,action,multiplayer,more,positive,3
236557903,Team Fortress 2,2.0,440,action,multiplayer,more,positive,2
236557903,BLOCKADE 3D,0.3,302830,action,multiplayer,more,positive,1
11373749,Team Fortress 2,762.0,440,action,multiplayer,more,positive,5
11373749,Rocket League,348.0,252950,sports_racing,multiplayer,more,positive,5
11373749,Left 4 Dead 2,270.0,550,action,multiplayer,more,positive,5
11373749,The Elder Scrolls V Skyrim,220.0,72850,violent,no_multiplayer,more,positive,5
11373749,Terraria,84.0,105600,violent,multiplayer,more,positive,4
11373749,Grand Theft Auto V,61.0,271590,action,multiplayer,more,positive,4
11373749,Saints Row 2,58.0,9480,action,no_multiplayer,more,positive,4
11373749,Grand Theft Auto Episodes from Liberty City,57.0,12220,action,multiplayer,more,positive,4
11373749,Left 4 Dead,44.0,500,action,multiplayer,more,positive,3
11373749,Saints Row The Third,44.0,55230,action,multiplayer,more,positive,3
11373749,Batman Arkham Origins,41.0,209000,action,multiplayer,more,positive,3
11373749,The Witcher 2 Assassins of Kings Enhanced Edition,39.0,20920,violent,multiplayer,more,positive,3
11373749,Watch_Dogs,32.0,243470,action,multiplayer,more,positive,3
11373749,Hidden Object Bundle 4 in 1,27.0,347610,casual,no_multiplayer,less,positive,3
11373749,Worms Reloaded,23.0,22600,action,multiplayer,more,positive,3
11373749,FlatOut Ultimate Carnage,23.0,12360,sports_racing,multiplayer,less,positive,3
11373749,Portal 2,22.0,620,action,multiplayer,more,positive,3
11373749,Rogue Legacy,21.0,241600,violent,no_multiplayer,more,positive,3
11373749,Chivalry Medieval Warfare,19.9,219640,action,multiplayer,more,positive,3
11373749,Ghost Master,19.7,6200,action,no_multiplayer,less,positive,3
11373749,Peggle Deluxe,19.7,3480,casual,no_multiplayer,more,positive,3
11373749,Alan Wake,19.5,108710,action,no_multiplayer,more,positive,3
11373749,Peggle Nights,19.5,3540,casual,no_multiplayer,more,positive,3
11373749,Puzzler World 2,19.1,200130,casual,no_multiplayer,less,positive,3
11373749,Bejeweled 3,18.2,78000,casual,no_multiplayer,less,positive,3
11373749,Half-Life 2,18.1,220,action,no_multiplayer,more,positive,3
11373749,The Book of Unwritten Tales,15.4,215160,action,no_multiplayer,less,positive,3
11373749,FEZ,15.0,224760,other,multiplayer,more,positive,3
11373749,Guacamelee! Gold Edition,14.4,214770,action,multiplayer,more,positive,3
11373749,MacGuffin's Curse,13.8,58230,casual,no_multiplayer,more,positive,3
11373749,The Testament of Sherlock Holmes,13.8,205650,action,no_multiplayer,less,positive,3
11373749,Bully Scholarship Edition,13.5,12200,action,no_multiplayer,more,positive,3
11373749,Just Cause 2,12.7,8190,action,no_multiplayer,more,positive,3
11373749,Crazy Machines 2,12.6,18400,casual,no_multiplayer,less,negative,3
11373749,The Secret of Monkey Island Special Edition,12.4,32360,action,no_multiplayer,less,positive,3
11373749,Kingdoms of Amalur Reckoning,12.4,102500,violent,no_multiplayer,more,positive,3
11373749,"Cook, Serve, Delicious!",11.6,247020,action,multiplayer,more,positive,3
11373749,Deponia The Complete Journey,11.3,292910,action,multiplayer,more,positive,3
11373749,Game Dev Tycoon,11.3,239820,casual,no_multiplayer,more,positive,3
11373749,Prison Architect,11.2,233450,action,no_multiplayer,more,positive,3
11373749,Bastion,11.1,107100,violent,multiplayer,more,positive,3
11373749,Worms Clan Wars,10.4,233840,action,multiplayer,more,positive,3
11373749,Vessel,9.7,108500,action,no_multiplayer,less,positive,2
11373749,Dishonored,9.7,205100,action,no_multiplayer,more,positive,2
11373749,The Ball,9.0,35460,action,multiplayer,less,positive,2
